,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
232,Tierney,21,1,13,32009,2,"[False, False, False, False]","[0.5231771, 0.723992, 0.7582069, 0.9448217]","[0.46633318, 0.27046496, 0.23177414, 0.049191505]","[0.010489733, 0.005543043, 0.01001895, 0.0059867604]",2.950197696685791,1.0177637785673141,0.03203848656266928,0.7375494,0.25444096,0.008009622,0,1,3
233,Havertz,4,1,925,444824,227,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.77253705, 0.5082733, 0.9638959, 0.90500665, 0.741764, 0.60935414, 0.6234692, 0.87637246, 0.6329088, 0.78831404, 0.62685996, 0.9463139, 0.923106, 0.73270476, 0.67514765, 0.8491888, 0.62634885, 0.7401037, 0.7627304]","[0.22467834, 0.48877725, 0.026067859, 0.08550916, 0.1741245, 0.38423717, 0.36496884, 0.09864818, 0.3579807, 0.17815676, 0.36832887, 0.04062565, 0.058531217, 0.25861883, 0.26534122, 0.12203017, 0.36541322, 0.17014363, 0.22653544]","[0.002784655, 0.00294943, 0.010036121, 0.009484162, 0.08411141, 0.006408739, 0.011562016, 0.024979401, 0.009110424, 0.033529177, 0.004811149, 0.013060487, 0.018362707, 0.00867644, 0.059511155, 0.028781075, 0.008237936, 0.08975264, 0.010734189]",14.30439966917038,4.258717002347112,0.4368833068292588,0.7528631,0.22414298,0.022993859,5,13,1
234,Timber,6,1,43,249308,6,"[False, False, False, False, False, False, False]","[0.95328885, 0.9448217, 0.8577275, 0.74772626, 0.92517674, 0.6816863, 0.8595922]","[0.03838424, 0.049191505, 0.12376627, 0.24790762, 0.06081541, 0.30969635, 0.12737712]","[0.008326866, 0.0059867604, 0.018506192, 0.0043661552, 0.014007864, 0.008617301, 0.0130306585]",5.970019578933716,0.9571385197341442,0.07284179562702775,0.8528599,0.13673408,0.010405971,2,5,0
235,Gabriel,3,1,2857,63559,118,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.77253705, 0.9099045, 0.95328885, 0.85898495, 0.916023, 0.92610496, 0.8832046, 0.9152903, 0.81039745, 0.5011211, 0.66079485, 0.7890643, 0.9592961, 0.57438695, 0.852232, 0.8486171, 0.5346876, 0.68347305, 0.5298853]","[0.22467834, 0.08402789, 0.03838424, 0.07989764, 0.075224526, 0.054725625, 0.11236828, 0.051911302, 0.18035215, 0.48267877, 0.3179565, 0.15601894, 0.034498394, 0.38639963, 0.14477587, 0.1079971, 0.4586186, 0.29394948, 0.4645529]","[0.002784655, 0.006067597, 0.008326866, 0.061117403, 0.008752456, 0.019169383, 0.004427212, 0.03279839, 0.009250409, 0.016200116, 0.021248635, 0.054916818, 0.006205499, 0.03921337, 0.0029921392, 0.043385778, 0.006693734, 0.022577528, 0.0055618]",14.87929391860962,3.74901619926095,0.37168978806585073,0.78312075,0.19731665,0.019562619,6,12,1
236,Martinelli,9,1,6,2719,2,"[False, False]","[0.9592961, 0.84945905]","[0.034498394, 0.14667076]","[0.006205499, 0.0038701724]",1.8087551593780518,0.18116915225982666,0.010075671598315239,0.9043776,0.090584576,0.005037836,2,0,0
237,Jesus,2,1,34,19551,10,"[False, False, False, False, False, False, False, False, False, False, False]","[0.92000073, 0.8460651, 0.81039745, 0.9191444, 0.92822367, 0.62385476, 0.75867254, 0.526862, 0.9219144, 0.7445257, 0.8942101]","[0.04655353, 0.14860046, 0.18035215, 0.07541131, 0.058219407, 0.35321477, 0.21869165, 0.46926284, 0.044919368, 0.20851758, 0.05957213]","[0.033445764, 0.0053343917, 0.009250409, 0.005444322, 0.013556811, 0.022930522, 0.022635825, 0.0038750793, 0.033166137, 0.0469567, 0.046217743]",8.893870830535889,1.8633151948451996,0.2428137029055506,0.80853367,0.16939229,0.022073973,2,8,1
238,Nwaneri,12,1,2,534,0,[False],[0.816304],[0.1720874],[0.011608564],0.8163040280342102,0.1720874011516571,0.011608564294874668,0.816304,0.1720874,0.011608564,0,1,0
239,Rice,16,1,583,38115,26,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.77253705, 0.51809645, 0.94926316, 0.81039745, 0.91871285, 0.9170247, 0.8245722, 0.76113623, 0.8599405, 0.7578676, 0.6565537, 0.8973579, 0.62385476, 0.53097993, 0.5746086, 0.6963532, 0.6201652]","[0.22467834, 0.4202131, 0.028754124, 0.18035215, 0.07737974, 0.050843127, 0.17216477, 0.13149734, 0.11649909, 0.2359939, 0.28648207, 0.09249172, 0.35321477, 0.36102873, 0.21568193, 0.19159873, 0.37243006]","[0.002784655, 0.06169044, 0.02198279, 0.009250409, 0.0039074267, 0.03213227, 0.003263033, 0.10736645, 0.023560312, 0.006138496, 0.056964174, 0.010150375, 0.022930522, 0.10799129, 0.20970942, 0.11204814, 0.007404691]",12.689421474933624,3.511303687468171,0.7992748995311558,0.74643654,0.20654728,0.047016174,6,10,1
240,Raya,15,1,1095,68406,235,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.93605536, 0.73270476, 0.693132, 0.7457085, 0.61398745, 0.8491888, 0.682205, 0.9229747, 0.8099012, 0.852232, 0.5176527, 0.624286, 0.76666844, 0.6758996, 0.8009213, 0.71314657, 0.79693246, 0.8543406, 0.90548044]","[0.05216923, 0.25861883, 0.16731411, 0.24426934, 0.36568674, 0.12203017, 0.25811666, 0.07355561, 0.11920784, 0.14477587, 0.46682242, 0.36120126, 0.13433976, 0.31503046, 0.103106804, 0.26369148, 0.19367732, 0.13368946, 0.056702007]","[0.011775341, 0.00867644, 0.13955383, 0.010022191, 0.02032583, 0.028781075, 0.059678297, 0.0034697014, 0.07089098, 0.0029921392, 0.015524937, 0.014512764, 0.098991744, 0.00906994, 0.09597182, 0.023161951, 0.009390288, 0.011969957, 0.03781764]",14.493417918682098,3.8340053781867027,0.6725768665783107,0.7628115,0.20178975,0.035398785,7,10,2
241,Saka,17,1,332,26777,95,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.8335158, 0.5517349, 0.80791694, 0.6003706, 0.90823793, 0.9638959, 0.83199865, 0.55026966, 0.92915803, 0.6317576, 0.69526744, 0.9229597, 0.732338, 0.9227328, 0.8753256, 0.741764, 0.81954014, 0.9113462, 0.79096776]","[0.16281252, 0.43267694, 0.17880613, 0.37477857, 0.086673304, 0.026067859, 0.15684353, 0.42319185, 0.06494048, 0.3442249, 0.24081106, 0.058413927, 0.25648186, 0.05195014, 0.117710404, 0.1741245, 0.13436829, 0.0452541, 0.20213884]","[0.0036716706, 0.015588128, 0.01327693, 0.024850849, 0.0050887507, 0.010036121, 0.011157872, 0.026538482, 0.0059015094, 0.024017505, 0.06392152, 0.018626437, 0.01118014, 0.025317077, 0.006964031, 0.08411141, 0.046091568, 0.04339974, 0.006893379]",15.021097719669342,3.53226918540895,0.4466331156436354,0.7905841,0.1859089,0.023507005,4,11,4
